results_code,version,area_code,season,period,species_code,species_id,years,year_start,year_end,trnd,lower_ci,upper_ci,index_type,stderr,model_type,model_fit,percent_change,percent_change_low,percent_change_high,prob_decrease_0,prob_decrease_25,prob_decrease_30,prob_decrease_50,prob_increase_0,prob_increase_33,prob_increase_100,suitability,precision_num,precision_cat,coverage_num,coverage_cat,sample_size,sample_size_units,prob_LD,prob_MD,prob_LC,prob_MI,prob_LI
BCCWS/PSSS,2025,GIPE-8,winter,all years,WEGR,1650,2008-2024,2008,2024,-16.1406386650196,-17.5467618381094,-14.4802240078506,Slope Trend,,ALPHA SPATIAL SPDE,,-93.9595508591602,,,,,,,,,,,,High,,,218,Number of Sites,,,,,
BCCWS/PSSS,2025,GIPE-9,winter,all years,WEGR,1650,2008-2024,2008,2024,1.20583437568415,-0.298936511105366,2.93146754614819,Slope Trend,,ALPHA SPATIAL SPDE,,22.1860296332237,,,,,,,,,,,,High,,,218,Number of Sites,,,,,
BCCWS/PSSS,2025,GISS-1,winter,all years,WEGR,1650,2008-2024,2008,2024,-6.0919632124377,-8.36513383965803,-2.65598723858652,Slope Trend,,ALPHA SPATIAL SPDE,,-46.1342842103457,,,,,,,,,,,,Medium,,,218,Number of Sites,,,,,
BCCWS/PSSS,2025,GISS-2,winter,all years,WEGR,1650,2008-2024,2008,2024,-9.52694101981526,-11.7169633785381,-6.2166465277691,Slope Trend,,ALPHA SPATIAL SPDE,,-62.8911440117005,,,,,,,,,,,,Medium,,,218,Number of Sites,,,,,
BCCWS/PSSS,2025,GISS-4,winter,all years,WEGR,1650,2008-2024,2008,2024,-4.33594055400745,-5.6929565200399,-2.67470861943521,Slope Trend,,ALPHA SPATIAL SPDE,,-50.3753529856354,,,,,,,,,,,,High,,,218,Number of Sites,,,,,
BCCWS/PSSS,2025,LMVN-11,winter,all years,WEGR,1650,2008-2024,2008,2024,-6.68035641880231,-8.30572387060725,-5.00201345120208,Slope Trend,,ALPHA SPATIAL SPDE,,-64.1934629468231,,,,,,,,,,,,High,,,218,Number of Sites,,,,,
BCCWS/PSSS,2025,LMVN-14,winter,all years,WEGR,1650,2008-2024,2008,2024,0.288769756224075,-1.27266377110796,2.09953273987233,Slope Trend,,ALPHA SPATIAL SPDE,,5.33583756084425,,,,,,,,,,,,High,,,218,Number of Sites,,,,,
BCCWS/PSSS,2025,LMVN-17,winter,all years,WEGR,1650,2008-2024,2008,2024,-9.59275271417536,-11.2577173066851,-7.78743233847226,Slope Trend,,ALPHA SPATIAL SPDE,,-72.8366522572468,,,,,,,,,,,,High,,,218,Number of Sites,,,,,
BCCWS/PSSS,2025,LMVN-18,winter,all years,WEGR,1650,2008-2024,2008,2024,-7.97420174418753,-9.61050765057304,-6.08483334305269,Slope Trend,,ALPHA SPATIAL SPDE,,-70.9055826594123,,,,,,,,,,,,Medium,,,218,Number of Sites,,,,,
BCCWS/PSSS,2025,LMVN-19,winter,all years,WEGR,1650,2008-2024,2008,2024,-8.35161174065296,-9.7507151060799,-6.7479068080288,Slope Trend,,ALPHA SPATIAL SPDE,,-74.9933361927699,,,,,,,,,,,,High,,,218,Number of Sites,,,,,
BCCWS/PSSS,2025,LMVN-2,winter,all years,WEGR,1650,2008-2024,2008,2024,-6.61082870497469,-8.34942705845262,-4.44246114827125,Slope Trend,,ALPHA SPATIAL SPDE,,-61.153800801329,,,,,,,,,,,,Medium,,,218,Number of Sites,,,,,
BCCWS/PSSS,2025,LMVN-21,winter,all years,WEGR,1650,2008-2024,2008,2024,-0.967035346504251,-3.40227846116472,1.75630495258569,Slope Trend,,ALPHA SPATIAL SPDE,,-9.21043276682615,,,,,,,,,,,,Medium,,,218,Number of Sites,,,,,
BCCWS/PSSS,2025,LMVN-22,winter,all years,WEGR,1650,2008-2024,2008,2024,-0.753797596581564,-3.1942842759894,1.97540659802725,Slope Trend,,ALPHA SPATIAL SPDE,,-7.03676294905975,,,,,,,,,,,,Medium,,,218,Number of Sites,,,,,
BCCWS/PSSS,2025,LMVN-27,winter,all years,WEGR,1650,2008-2024,2008,2024,-4.9623319338873,-6.31584780665719,-3.31471243595256,Slope Trend,,ALPHA SPATIAL SPDE,,-55.32615113786,,,,,,,,,,,,High,,,218,Number of Sites,,,,,
BCCWS/PSSS,2025,LMVN-29,winter,all years,WEGR,1650,2008-2024,2008,2024,-2.55298271335038,-4.69081179678054,-0.264404857062937,Slope Trend,,ALPHA SPATIAL SPDE,,-27.7465238768951,,,,,,,,,,,,Medium,,,218,Number of Sites,,,,,
BCCWS/PSSS,2025,LMVN-37,winter,all years,WEGR,1650,2008-2024,2008,2024,-0.549134268243221,-2.12836719230395,1.44509345543684,Slope Trend,,ALPHA SPATIAL SPDE,,-7.54768056132465,,,,,,,,,,,,Medium,,,218,Number of Sites,,,,,
BCCWS/PSSS,2025,LMVN-39,winter,all years,WEGR,1650,2008-2024,2008,2024,-8.63858630790557,-9.93456828669104,-7.05207096565568,Slope Trend,,ALPHA SPATIAL SPDE,,-76.2358922737241,,,,,,,,,,,,High,,,218,Number of Sites,,,,,
BCCWS/PSSS,2025,LMVN-41,winter,all years,WEGR,1650,2008-2024,2008,2024,-8.39253462749012,-9.99621174242492,-6.56691722639922,Slope Trend,,ALPHA SPATIAL SPDE,,-70.4530116810946,,,,,,,,,,,,High,,,218,Number of Sites,,,,,
BCCWS/PSSS,2025,LMVN-51,winter,all years,WEGR,1650,2008-2024,2008,2024,1.49881381426726,-0.365321617183664,3.78366093535946,Slope Trend,,ALPHA SPATIAL SPDE,,24.5561643985146,,,,,,,,,,,,Medium,,,218,Number of Sites,,,,,
BCCWS/PSSS,2025,LMVN-52,winter,all years,WEGR,1650,2008-2024,2008,2024,2.47869030750054,-0.0412839843319271,5.2967857577262,Slope Trend,,ALPHA SPATIAL SPDE,,32.2597183043369,,,,,,,,,,,,Medium,,,218,Number of Sites,,,,,
BCCWS/PSSS,2025,LMVN-53,winter,all years,WEGR,1650,2008-2024,2008,2024,-4.46921287814703,-6.81833665113078,-1.8421801190753,Slope Trend,,ALPHA SPATIAL SPDE,,-38.9008343190201,,,,,,,,,,,,Medium,,,218,Number of Sites,,,,,
BCCWS/PSSS,2025,LMVN-54,winter,all years,WEGR,1650,2008-2024,2008,2024,-2.59792077436696,-4.99306004559611,0.0805712661210496,Slope Trend,,ALPHA SPATIAL SPDE,,-24.3674281955698,,,,,,,,,,,,Medium,,,218,Number of Sites,,,,,
BCCWS/PSSS,2025,LMVN-6,winter,all years,WEGR,1650,2008-2024,2008,2024,-5.00756000607931,-6.41172392550029,-3.33347619712258,Slope Trend,,ALPHA SPATIAL SPDE,,-55.6329715782358,,,,,,,,,,,,High,,,218,Number of Sites,,,,,
BCCWS/PSSS,2025,LMVN-7,winter,all years,WEGR,1650,2008-2024,2008,2024,6.55301993898977,4.68017807266227,8.79574293161128,Slope Trend,,ALPHA SPATIAL SPDE,,145.410782338304,,,,,,,,,,,,Medium,,,218,Number of Sites,,,,,
BCCWS/PSSS,2025,LMVN-8,winter,all years,WEGR,1650,2008-2024,2008,2024,-5.7628196965722,-7.09959506452349,-4.12636589928717,Slope Trend,,ALPHA SPATIAL SPDE,,-60.9812759617875,,,,,,,,,,,,High,,,218,Number of Sites,,,,,
BCCWS/PSSS,2025,LMWR-1,winter,all years,WEGR,1650,2008-2024,2008,2024,-5.38734400015644,-7.05734741607712,-3.27564481806232,Slope Trend,,ALPHA SPATIAL SPDE,,-53.4295975444523,,,,,,,,,,,,Medium,,,218,Number of Sites,,,,,
BCCWS/PSSS,2025,LMWR-2,winter,all years,WEGR,1650,2008-2024,2008,2024,-0.700581202038282,-3.14237648468597,2.03008640783168,Slope Trend,,ALPHA SPATIAL SPDE,,-6.48696876582329,,,,,,,,,,,,Medium,,,218,Number of Sites,,,,,
BCCWS/PSSS,2025,LMWR-3,winter,all years,WEGR,1650,2008-2024,2008,2024,-1.32516611611445,-3.98927837101496,1.59332206536446,Slope Trend,,ALPHA SPATIAL SPDE,,-12.6101456281217,,,,,,,,,,,,Medium,,,218,Number of Sites,,,,,
BCCWS/PSSS,2025,LMWR-4,winter,all years,WEGR,1650,2008-2024,2008,2024,-1.76721055601459,-4.4193880960218,1.13820335492585,Slope Trend,,ALPHA SPATIAL SPDE,,-16.8213601574326,,,,,,,,,,,,Medium,,,218,Number of Sites,,,,,
BCCWS/PSSS,2025,LMWR-6,winter,all years,WEGR,1650,2008-2024,2008,2024,-4.97721476264855,-6.32513411136442,-3.32711872592951,Slope Trend,,ALPHA SPATIAL SPDE,,-55.4384148495058,,,,,,,,,,,,High,,,218,Number of Sites,,,,,
BCCWS/PSSS,2025,SCGI-4,winter,all years,WEGR,1650,2008-2024,2008,2024,-2.43898947570439,-3.82291411480536,-0.744816479171713,Slope Trend,,ALPHA SPATIAL SPDE,,-32.0581800764796,,,,,,,,,,,,High,,,218,Number of Sites,,,,,
BCCWS/PSSS,2025,SCGI-5,winter,all years,WEGR,1650,2008-2024,2008,2024,-1.04573501704706,-2.4531114772669,0.816416206028946,Slope Trend,,ALPHA SPATIAL SPDE,,-14.6433885377525,,,,,,,,,,,,High,,,218,Number of Sites,,,,,
BCCWS/PSSS,2025,SCPR-1,winter,all years,WEGR,1650,2008-2024,2008,2024,-7.37601220039347,-8.68990407378425,-5.7675719216595,Slope Trend,,ALPHA SPATIAL SPDE,,-70.3999710574978,,,,,,,,,,,,High,,,218,Number of Sites,,,,,
BCCWS/PSSS,2025,SCPR-2,winter,all years,WEGR,1650,2008-2024,2008,2024,-0.217024206025019,-2.01930477425282,1.69757433148074,Slope Trend,,ALPHA SPATIAL SPDE,,-2.24330584670777,,,,,,,,,,,,Medium,,,218,Number of Sites,,,,,
BCCWS/PSSS,2025,SCSE-3,winter,all years,WEGR,1650,2008-2024,2008,2024,-9.61329110072515,-11.4598230153364,-7.79700549788159,Slope Trend,,ALPHA SPATIAL SPDE,,-77.7445410249987,,,,,,,,,,,,Medium,,,218,Number of Sites,,,,,
BCCWS/PSSS,2025,SCSE-4,winter,all years,WEGR,1650,2008-2024,2008,2024,-6.6878133131663,-8.37562903390137,-4.89743246408271,Slope Trend,,ALPHA SPATIAL SPDE,,-64.171810889108,,,,,,,,,,,,High,,,218,Number of Sites,,,,,
BCCWS/PSSS,2025,VICV-1,winter,all years,WEGR,1650,2008-2024,2008,2024,-2.00095779873994,-3.39109601462943,-0.299178265182373,Slope Trend,,ALPHA SPATIAL SPDE,,-27.0095849455194,,,,,,,,,,,,High,,,218,Number of Sites,,,,,
BCCWS/PSSS,2025,VICV-2,winter,all years,WEGR,1650,2008-2024,2008,2024,-6.52063427178109,-8.1848433859294,-4.43329462069769,Slope Trend,,ALPHA SPATIAL SPDE,,-55.1094020317987,,,,,,,,,,,,Medium,,,218,Number of Sites,,,,,
BCCWS/PSSS,2025,VICV-3,winter,all years,WEGR,1650,2008-2024,2008,2024,-7.69182727231449,-9.33518568801475,-5.6306396770355,Slope Trend,,ALPHA SPATIAL SPDE,,-61.4123655863151,,,,,,,,,,,,Medium,,,218,Number of Sites,,,,,
BCCWS/PSSS,2025,VICV-6,winter,all years,WEGR,1650,2008-2024,2008,2024,-13.873972244857,-15.4072702003889,-11.9508283368603,Slope Trend,,ALPHA SPATIAL SPDE,,-83.2050267611067,,,,,,,,,,,,High,,,218,Number of Sites,,,,,
BCCWS/PSSS,2025,VICV-7,winter,all years,WEGR,1650,2008-2024,2008,2024,-8.36530455564737,-9.99667308433499,-6.31915531484002,Slope Trend,,ALPHA SPATIAL SPDE,,-64.6584497288919,,,,,,,,,,,,Medium,,,218,Number of Sites,,,,,
BCCWS/PSSS,2025,VICX-1,winter,all years,WEGR,1650,2008-2024,2008,2024,0.30825906147851,-2.15834383259552,3.0666691039273,Slope Trend,,ALPHA SPATIAL SPDE,,4.51099554365899,,,,,,,,,,,,Medium,,,218,Number of Sites,,,,,
BCCWS/PSSS,2025,VICX-13,winter,all years,WEGR,1650,2008-2024,2008,2024,-6.78156845988207,-8.32184006518694,-5.10595063309177,Slope Trend,,ALPHA SPATIAL SPDE,,-67.1618015605654,,,,,,,,,,,,High,,,218,Number of Sites,,,,,
BCCWS/PSSS,2025,VICX-2,winter,all years,WEGR,1650,2008-2024,2008,2024,0.920141921235358,-0.953208096477504,2.94694933857006,Slope Trend,,ALPHA SPATIAL SPDE,,17.287230370832,,,,,,,,,,,,Medium,,,218,Number of Sites,,,,,
BCCWS/PSSS,2025,VICX-3,winter,all years,WEGR,1650,2008-2024,2008,2024,-2.55333554405075,-3.90968094657642,-0.881638251051204,Slope Trend,,ALPHA SPATIAL SPDE,,-33.3220842847671,,,,,,,,,,,,High,,,218,Number of Sites,,,,,
BCCWS/PSSS,2025,VICX-6,winter,all years,WEGR,1650,2008-2024,2008,2024,-0.571644143603521,-1.98205749167662,1.15495580320208,Slope Trend,,ALPHA SPATIAL SPDE,,-7.980331715937,,,,,,,,,,,,High,,,218,Number of Sites,,,,,
BCCWS/PSSS,2025,VICX-7,winter,all years,WEGR,1650,2008-2024,2008,2024,-7.86267358395738,-9.4674483741939,-6.20559445346004,Slope Trend,,ALPHA SPATIAL SPDE,,-70.4266624551101,,,,,,,,,,,,High,,,218,Number of Sites,,,,,
BCCWS/PSSS,2025,VICX-8,winter,all years,WEGR,1650,2008-2024,2008,2024,2.97795825984521,0.822910546121503,5.14143496191225,Slope Trend,,ALPHA SPATIAL SPDE,,62.0949501481921,,,,,,,,,,,,Medium,,,218,Number of Sites,,,,,
BCCWS/PSSS,2025,VICX-9,winter,all years,WEGR,1650,2008-2024,2008,2024,-6.84091518300305,-8.16239752663082,-5.22318280169126,Slope Trend,,ALPHA SPATIAL SPDE,,-67.5421349466184,,,,,,,,,,,,High,,,218,Number of Sites,,,,,
BCCWS/PSSS,2025,VINN-12,winter,all years,WEGR,1650,2008-2024,2008,2024,-3.76445743047383,-5.46310633875894,-1.61653636869972,Slope Trend,,ALPHA SPATIAL SPDE,,-40.909495340462,,,,,,,,,,,,Medium,,,218,Number of Sites,,,,,
BCCWS/PSSS,2025,VINN-2,winter,all years,WEGR,1650,2008-2024,2008,2024,-1.71916253847401,-4.41771769713344,1.413832720683,Slope Trend,,ALPHA SPATIAL SPDE,,-15.0572516053715,,,,,,,,,,,,Medium,,,218,Number of Sites,,,,,
BCCWS/PSSS,2025,VINN-3,winter,all years,WEGR,1650,2008-2024,2008,2024,1.87716598960448,-0.920135691290063,5.12480496283496,Slope Trend,,ALPHA SPATIAL SPDE,,21.6764069849689,,,,,,,,,,,,Medium,,,218,Number of Sites,,,,,
BCCWS/PSSS,2025,VINN-4,winter,all years,WEGR,1650,2008-2024,2008,2024,-5.63189004413785,-6.9705226783374,-3.9931626184801,Slope Trend,,ALPHA SPATIAL SPDE,,-60.1048000655136,,,,,,,,,,,,High,,,218,Number of Sites,,,,,
BCCWS/PSSS,2025,VINN-6,winter,all years,WEGR,1650,2008-2024,2008,2024,-5.09999703558695,-6.86996008849526,-3.03866273455834,Slope Trend,,ALPHA SPATIAL SPDE,,-46.1920222836303,,,,,,,,,,,,Medium,,,218,Number of Sites,,,,,
BCCWS/PSSS,2025,VINN-7,winter,all years,WEGR,1650,2008-2024,2008,2024,-7.52973473944911,-8.84144602442406,-5.92396389364974,Slope Trend,,ALPHA SPATIAL SPDE,,-71.1762693602707,,,,,,,,,,,,High,,,218,Number of Sites,,,,,
BCCWS/PSSS,2025,VIPQ-1,winter,all years,WEGR,1650,2008-2024,2008,2024,8.36529482511708,6.43607215762857,10.7850285805583,Slope Trend,,ALPHA SPATIAL SPDE,,164.392364933457,,,,,,,,,,,,Medium,,,218,Number of Sites,,,,,
BCCWS/PSSS,2025,VIPQ-2,winter,all years,WEGR,1650,2008-2024,2008,2024,-5.35875164124341,-6.70125880445428,-3.71528109429148,Slope Trend,,ALPHA SPATIAL SPDE,,-58.2165882684985,,,,,,,,,,,,High,,,218,Number of Sites,,,,,
BCCWS/PSSS,2025,VIPQ-4,winter,all years,WEGR,1650,2008-2024,2008,2024,-7.58164584898023,-8.89262076331761,-5.97677645345814,Slope Trend,,ALPHA SPATIAL SPDE,,-71.4340799698456,,,,,,,,,,,,High,,,218,Number of Sites,,,,,
BCCWS/PSSS,2025,VIPQ-6,winter,all years,WEGR,1650,2008-2024,2008,2024,-0.494263501879833,-1.94004149199097,1.30027013963625,Slope Trend,,ALPHA SPATIAL SPDE,,-6.78115208126078,,,,,,,,,,,,High,,,218,Number of Sites,,,,,
BCCWS/PSSS,2025,VIPQ-8,winter,all years,WEGR,1650,2008-2024,2008,2024,-4.53730611954034,-5.89146567022705,-2.87957095177817,Slope Trend,,ALPHA SPATIAL SPDE,,-52.0205234310587,,,,,,,,,,,,High,,,218,Number of Sites,,,,,
BCCWS/PSSS,2025,VIVI-16,winter,all years,WEGR,1650,2008-2024,2008,2024,-15.3695302152792,-17.1126388108714,-13.482596165238,Slope Trend,,ALPHA SPATIAL SPDE,,-88.4590718855056,,,,,,,,,,,,Medium,,,218,Number of Sites,,,,,
BCCWS/PSSS,2025,VIVI-18,winter,all years,WEGR,1650,2008-2024,2008,2024,-7.85813895214292,-9.33656583310687,-6.26528212848451,Slope Trend,,ALPHA SPATIAL SPDE,,-70.4672327424918,,,,,,,,,,,,High,,,218,Number of Sites,,,,,
BCCWS/PSSS,2025,VIVI-22,winter,all years,WEGR,1650,2008-2024,2008,2024,-4.24914187648273,-5.96320234927396,-2.52179297253088,Slope Trend,,ALPHA SPATIAL SPDE,,-49.4877041770154,,,,,,,,,,,,High,,,218,Number of Sites,,,,,
BCCWS/PSSS,2025,VIVI-23,winter,all years,WEGR,1650,2008-2024,2008,2024,1.62537717484941,0.188739693413524,3.38609245717421,Slope Trend,,ALPHA SPATIAL SPDE,,30.5393511114651,,,,,,,,,,,,High,,,218,Number of Sites,,,,,
BCCWS/PSSS,2025,VIVI-24,winter,all years,WEGR,1650,2008-2024,2008,2024,-3.98617545511423,-5.34815291688822,-2.31886975621247,Slope Trend,,ALPHA SPATIAL SPDE,,-47.3913877327246,,,,,,,,,,,,High,,,218,Number of Sites,,,,,
BCCWS/PSSS,2025,VIVI-25,winter,all years,WEGR,1650,2008-2024,2008,2024,-4.33383030146182,-5.94648292913463,-2.3650429790447,Slope Trend,,ALPHA SPATIAL SPDE,,-50.279700472672,,,,,,,,,,,,Medium,,,218,Number of Sites,,,,,
BCCWS/PSSS,2025,VIVI-28,winter,all years,WEGR,1650,2008-2024,2008,2024,-6.63198594898233,-8.26648316808628,-4.77128310709377,Slope Trend,,ALPHA SPATIAL SPDE,,-61.4295433331275,,,,,,,,,,,,High,,,218,Number of Sites,,,,,
BCCWS/PSSS,2025,VIVI-3,winter,all years,WEGR,1650,2008-2024,2008,2024,-8.18609283044662,-9.79338390832799,-6.35636131337771,Slope Trend,,ALPHA SPATIAL SPDE,,-69.5070352544389,,,,,,,,,,,,High,,,218,Number of Sites,,,,,
BCCWS/PSSS,2025,VIVI-30,winter,all years,WEGR,1650,2008-2024,2008,2024,-7.83940131331669,-9.1467199090485,-6.23900791025348,Slope Trend,,ALPHA SPATIAL SPDE,,-72.6824886286816,,,,,,,,,,,,High,,,218,Number of Sites,,,,,
BCCWS/PSSS,2025,VIVI-31,winter,all years,WEGR,1650,2008-2024,2008,2024,-10.001735672026,-11.4457682942179,-8.44593521583843,Slope Trend,,ALPHA SPATIAL SPDE,,-79.2527062876551,,,,,,,,,,,,High,,,218,Number of Sites,,,,,
BCCWS/PSSS,2025,VIVI-32,winter,all years,WEGR,1650,2008-2024,2008,2024,-5.24123892249686,-6.58541302976671,-3.59572773580801,Slope Trend,,ALPHA SPATIAL SPDE,,-57.3787170868876,,,,,,,,,,,,High,,,218,Number of Sites,,,,,
BCCWS/PSSS,2025,VIVI-35,winter,all years,WEGR,1650,2008-2024,2008,2024,-4.8238667935873,-6.37878155528716,-2.8729924508069,Slope Trend,,ALPHA SPATIAL SPDE,,-49.5202202251705,,,,,,,,,,,,Medium,,,218,Number of Sites,,,,,
BCCWS/PSSS,2025,VIVI-36,winter,all years,WEGR,1650,2008-2024,2008,2024,1.37412940583962,-0.0236807856621532,3.15713054965082,Slope Trend,,ALPHA SPATIAL SPDE,,25.4830266408673,,,,,,,,,,,,High,,,218,Number of Sites,,,,,
BCCWS/PSSS,2025,VIVI-38,winter,all years,WEGR,1650,2008-2024,2008,2024,-0.880479633418865,-2.86618214292369,1.28965852129037,Slope Trend,,ALPHA SPATIAL SPDE,,-12.1216857923147,,,,,,,,,,,,Medium,,,218,Number of Sites,,,,,
BCCWS/PSSS,2025,VIVI-40,winter,all years,WEGR,1650,2008-2024,2008,2024,-4.11708636088044,-6.03704777196061,-2.37985063093927,Slope Trend,,ALPHA SPATIAL SPDE,,-46.2368558095121,,,,,,,,,,,,Medium,,,218,Number of Sites,,,,,
BCCWS/PSSS,2025,VIVI-45,winter,all years,WEGR,1650,2008-2024,2008,2024,-7.06938115125117,-8.48260272652463,-5.39429222552823,Slope Trend,,ALPHA SPATIAL SPDE,,-68.7741076618104,,,,,,,,,,,,High,,,218,Number of Sites,,,,,
BCCWS/PSSS,2025,VIVI-53,winter,all years,WEGR,1650,2008-2024,2008,2024,1.47712605809909,-1.01821954114824,4.26767916126823,Slope Trend,,ALPHA SPATIAL SPDE,,18.7156875442012,,,,,,,,,,,,Medium,,,218,Number of Sites,,,,,
BCCWS/PSSS,2025,1,winter,all years,BAGO,840,2008-2024,2008,2024,-3.88020506126844,-4.84903704207255,-2.93439330683899,Slope Trend,,ALPHA SPATIAL SPDE,,-46.7158318749094,,,,,,,,,,,,High,,,220,Number of Sites,,,,,
BCCWS/PSSS,2025,10,winter,all years,BAGO,840,2008-2024,2008,2024,-0.414523282974667,-1.41828733312247,0.565390526760996,Slope Trend,,ALPHA SPATIAL SPDE,,-6.08630521549379,,,,,,,,,,,,High,,,220,Number of Sites,,,,,
BCCWS/PSSS,2025,102,winter,all years,BAGO,840,2008-2024,2008,2024,-3.31544513758181,-4.99744389372612,-1.87413904324862,Slope Trend,,ALPHA SPATIAL SPDE,,-30.6962955414713,,,,,,,,,,,,High,,,220,Number of Sites,,,,,
BCCWS/PSSS,2025,105,winter,all years,BAGO,840,2008-2024,2008,2024,-0.580589103270455,-2.31016551496161,0.901486322575777,Slope Trend,,ALPHA SPATIAL SPDE,,-5.80857521181628,,,,,,,,,,,,High,,,220,Number of Sites,,,,,
BCCWS/PSSS,2025,109,winter,all years,BAGO,840,2008-2024,2008,2024,-3.2070539120357,-5.0561507474473,-1.31755212902331,Slope Trend,,ALPHA SPATIAL SPDE,,-27.4891755182571,,,,,,,,,,,,Medium,,,220,Number of Sites,,,,,
BCCWS/PSSS,2025,11,winter,all years,BAGO,840,2008-2024,2008,2024,-2.24860436313241,-3.23388193599448,-1.28673777712726,Slope Trend,,ALPHA SPATIAL SPDE,,-30.2474181239995,,,,,,,,,,,,High,,,220,Number of Sites,,,,,
BCCWS/PSSS,2025,110,winter,all years,BAGO,840,2008-2024,2008,2024,-3.41164064406525,-5.25682912980828,-1.52613261277315,Slope Trend,,ALPHA SPATIAL SPDE,,-29.0073073362193,,,,,,,,,,,,Medium,,,220,Number of Sites,,,,,
BCCWS/PSSS,2025,113,winter,all years,BAGO,840,2008-2024,2008,2024,-10.0448620325314,-11.7633318969934,-8.28884157391052,Slope Trend,,ALPHA SPATIAL SPDE,,-65.1481772758906,,,,,,,,,,,,High,,,220,Number of Sites,,,,,
BCCWS/PSSS,2025,114,winter,all years,BAGO,840,2008-2024,2008,2024,-8.30691843830878,-10.0585893378677,-6.51697146280021,Slope Trend,,ALPHA SPATIAL SPDE,,-57.7981547095241,,,,,,,,,,,,Medium,,,220,Number of Sites,,,,,
BCCWS/PSSS,2025,115,winter,all years,BAGO,840,2008-2024,2008,2024,-4.48982591756096,-6.31441714846482,-2.62536521542894,Slope Trend,,ALPHA SPATIAL SPDE,,-36.545544354808,,,,,,,,,,,,Medium,,,220,Number of Sites,,,,,
BCCWS/PSSS,2025,118,winter,all years,BAGO,840,2008-2024,2008,2024,-8.46130130398334,-10.2100229300683,-6.67436804705394,Slope Trend,,ALPHA SPATIAL SPDE,,-58.5033441552542,,,,,,,,,,,,Medium,,,220,Number of Sites,,,,,
BCCWS/PSSS,2025,12,winter,all years,BAGO,840,2008-2024,2008,2024,-0.709759526737679,-1.87821996980451,0.200608665337846,Slope Trend,,ALPHA SPATIAL SPDE,,-10.4436023185113,,,,,,,,,,,,High,,,220,Number of Sites,,,,,
BCCWS/PSSS,2025,120,winter,all years,BAGO,840,2008-2024,2008,2024,-7.59439109738908,-9.35967385715567,-5.79053482646667,Slope Trend,,ALPHA SPATIAL SPDE,,-54.4016541927427,,,,,,,,,,,,Medium,,,220,Number of Sites,,,,,
BCCWS/PSSS,2025,121,winter,all years,BAGO,840,2008-2024,2008,2024,1.58196412194993,-0.358620352274982,3.56495265662985,Slope Trend,,ALPHA SPATIAL SPDE,,17.525420700748,,,,,,,,,,,,Medium,,,220,Number of Sites,,,,,
BCCWS/PSSS,2025,122,winter,all years,BAGO,840,2008-2024,2008,2024,-4.73307059890283,-6.55301497289533,-2.87335829298852,Slope Trend,,ALPHA SPATIAL SPDE,,-38.1432025711491,,,,,,,,,,,,Medium,,,220,Number of Sites,,,,,
BCCWS/PSSS,2025,123,winter,all years,BAGO,840,2008-2024,2008,2024,-4.27901406828364,-6.10763257120597,-2.41043809348777,Slope Trend,,ALPHA SPATIAL SPDE,,-35.1309722740947,,,,,,,,,,,,Medium,,,220,Number of Sites,,,,,
BCCWS/PSSS,2025,124,winter,all years,BAGO,840,2008-2024,2008,2024,-9.8378202184046,-11.5602453335204,-8.07775808223627,Slope Trend,,ALPHA SPATIAL SPDE,,-64.3376642768434,,,,,,,,,,,,High,,,220,Number of Sites,,,,,
BCCWS/PSSS,2025,125,winter,all years,BAGO,840,2008-2024,2008,2024,-9.01867685223655,-10.7567505808862,-7.24262416186492,Slope Trend,,ALPHA SPATIAL SPDE,,-60.9619387097681,,,,,,,,,,,,Medium,,,220,Number of Sites,,,,,
BCCWS/PSSS,2025,126,winter,all years,BAGO,840,2008-2024,2008,2024,-9.72979631940723,-11.4542850833514,-7.96762544124879,Slope Trend,,ALPHA SPATIAL SPDE,,-63.908080485437,,,,,,,,,,,,High,,,220,Number of Sites,,,,,
BCCWS/PSSS,2025,127,winter,all years,BAGO,840,2008-2024,2008,2024,-6.37781126897235,-8.16633512224493,-4.55020605922871,Slope Trend,,ALPHA SPATIAL SPDE,,-48.0298875702359,,,,,,,,,,,,Medium,,,220,Number of Sites,,,,,
BCCWS/PSSS,2025,129,winter,all years,BAGO,840,2008-2024,2008,2024,-7.74760697873202,-9.50996275866406,-5.9467416456071,Slope Trend,,ALPHA SPATIAL SPDE,,-55.1520948498623,,,,,,,,,,,,Medium,,,220,Number of Sites,,,,,
BCCWS/PSSS,2025,13,winter,all years,BAGO,840,2008-2024,2008,2024,-0.903931400505979,-2.07010680374842,0.00465647663796159,Slope Trend,,ALPHA SPATIAL SPDE,,-13.2050575679882,,,,,,,,,,,,High,,,220,Number of Sites,,,,,
BCCWS/PSSS,2025,131,winter,all years,BAGO,840,2008-2024,2008,2024,-5.08978085976817,-6.90291077215801,-3.2370319194829,Slope Trend,,ALPHA SPATIAL SPDE,,-40.4206833227072,,,,,,,,,,,,Medium,,,220,Number of Sites,,,,,
BCCWS/PSSS,2025,14,winter,all years,BAGO,840,2008-2024,2008,2024,2.5979264874309,1.39054076583499,3.53862205229069,Slope Trend,,ALPHA SPATIAL SPDE,,51.2895585302563,,,,,,,,,,,,High,,,220,Number of Sites,,,,,
